Id,SalePrice
2658,130426.76891729976
2718,151178.46032833218
2414,190159.2807241507
1989,108771.59783938013
625,177327.44938344453
333,90943.36236077553
1327,104395.62753270398
858,175019.9952842884
95,193311.14347205163
1568,173386.61028713308
2482,159461.74550697926
1364,119176.47079155844
2584,150099.41160087785
818,283396.2776280692
2673,151832.46463124905
2089,111480.31324652066
1297,119896.81434556787
790,117040.36050244632
2616,209283.6217711765
720,173623.8050444546
222,155133.5488970641
557,122043.5007588847
1148,190807.81586281324
2766,168063.5986171039
534,166160.96955518826
1452,126848.83319177217
630,129644.29896813037
2648,129791.58270857489
125,152118.49008538987
1904,63313.67812060587
1670,106997.84188263203
756,91575.07066836256
717,205685.4984425977
1032,153673.71273006577
852,200892.54051843742
1731,157562.6830208579
2639,108422.194754576
2071,105381.35088098577
1267,133315.3835792381
1851,182736.79143819193
567,151102.56647755712
2439,203942.5849864949
1898,151865.31666845657
647,167013.31664219237
2256,234659.96393257007
979,101870.8738465209
1444,214672.24015356094
2485,134281.190750928
157,133909.68317949853
88,124447.2018147777
2003,107028.85173663354
186,201533.68044670785
1425,238916.9088286927
2695,116523.24558951773
738,109482.1324393404
395,151996.58589730528
1353,172242.3407553571
1878,150380.783426141
390,158140.11979315223
1456,244737.19590622376
1103,284593.5560734807
1387,118649.33214598919
2070,131962.02600371971
1199,161552.41763773383
2479,166018.54113143968
501,309413.06739188003
2362,93226.66637823732
1718,203143.76908923473
2188,82484.18239705259
1483,150141.9405774591
2557,98171.5451022807
437,415666.25609215023
2224,189373.80203748576
1628,178568.1665671343
397,143829.87084563944
587,191280.48144679237
2182,445391.6581812017
971,135352.50824123184
2611,144107.64355751112
1887,105043.48743109594
2399,356597.67340531317
2148,199760.07260644468
304,96936.41302711873
1997,125329.78233453061
2817,123741.66474342665
1431,185502.79395110442
427,315323.9949197829
263,133416.3658738392
598,164402.83019620818
2895,259446.98346239794
687,127942.57134097029
1822,140025.0234067261
2191,119867.41345061736
179,105133.9605403187
1009,240937.91718179788
2010,125879.40314560194
1991,134513.43578098703
1411,161848.7210701848
1721,235971.15149449353
1144,183433.54530540033
593,204215.2361923472
575,301382.96351526846
1249,180802.2081796239
1604,140764.96282854408
1064,443112.83109899354
1923,142918.59608809193
1988,106053.25881848218
2325,170880.96586206334
114,197250.6658134245
2700,149373.3690555049
217,111369.98312161201
343,178741.93566539793
386,236658.80616621595
2005,115358.69784676135
2908,124359.56476608795
1814,206320.69359591778
2446,425459.4655343294
208,126285.49441848251
1679,112264.92163627804
822,323964.27012264315
6,196748.01044738482
1781,349844.275485033
2397,303693.4874503038
2340,304591.80647074746
1618,164142.91073091875
2843,135095.58339004224
1061,413392.6821729043
2786,126848.83319177217
1935,140484.68742561157
1341,114971.32423292828
521,281768.674417389
2136,141960.05816991752
996,195006.7823276918
227,139397.75597852876
135,162226.5316544454
1167,176567.85821032707
294,216768.04418134474
1776,190002.30266237704
540,164460.51901666087
1717,203143.76908923473
2303,136643.27727993485
116,183743.97739459356
127,144041.47765094056
1371,113852.94942835638
1014,138858.6835931007
1507,103291.33795210693
702,109941.62715092278
750,139291.88067931114
261,146103.2886207906
1559,73799.91208394963
577,200047.96425247134
2812,187323.42558452612
2080,146894.2798551066
1368,112346.85353975379
2376,124540.17380766351
659,111956.86953990371
1235,139361.9596130963
332,79078.86303889242
1917,145263.3608407227
2094,245525.03069033977
1460,244690.70593360372
1471,204251.40518900164
1509,106563.78431084572
1922,145564.34101242607
433,395364.01493225276
460,280020.23543409473
1116,248169.579406689
1137,149497.18756327112
53,168227.38665966582
2354,260831.15214186767
1475,186158.49781556462
1761,492346.4824254813
842,137820.07217277208
2739,171828.68573071703
2509,149338.30964415017
1007,210034.8499449147
2610,187414.37116994333
1952,104574.98296631302
2719,145116.26469772894
2921,89406.42149824512
1966,142493.85088395307
292,115580.21100718091
1204,179882.45587304526
1829,271703.7649193414
2419,175617.03737876532
391,156073.3085472467
798,106001.57970555025
481,201729.64123021005
193,188130.9959904507
555,126111.34432040228
899,54337.61689888127
2357,174134.25646260395
328,116051.77778056626
1356,112885.32781538635
1154,103588.48515906726
1730,173245.22476694876
2249,158751.92796925773
1119,284873.04638580483
2856,138740.27070108187
1394,144891.13878199735
2587,133438.74138539645
61,327234.87794009043
2661,170315.88180366103
2711,134657.13502500198
1147,172535.34694455782
757,115183.31219466147
2623,101416.35233788489
2378,141257.4516151413
1413,123132.86436364742
1722,223145.92717677497
1112,224973.20671411592
1623,202491.51658783166
1201,180447.36417117555
1513,125506.65464782385
957,255593.68157325895
1171,293797.53169799165
1145,192185.78806894194
2726,216083.47494260813
703,132984.4731003917
760,94854.34569404807
1964,141753.92024768522
2512,187659.35690185011
159,115591.06081854922
1281,170994.9345846901
468,170571.76548036732
290,134059.54334703862
665,117894.55392388291
1463,240272.35818078878
1792,235592.54831771654
923,147124.61102075456
500,261000.4008228045
1408,128207.01231188494
331,84430.22218060159
170,125046.35813056446
2192,92064.62719577937
2571,231966.15300411734
2314,166776.97034807765
2647,107526.44122801526
422,393738.49419899983
2457,346205.1393594256
1838,203107.49201985024
2805,224810.3072645596
1645,151486.84277849135
1711,329408.701080402
2825,203774.3205782409
322,343518.62182501674
2103,242944.60012847642
342,115713.41574497063
600,130971.83937909587
488,186298.93892680336
1725,308745.78287520364
2246,277371.19239013124
2847,140730.4251181206
806,223240.76062140177
530,233509.13022463946
963,201543.3652757478
2678,97496.60824180489
171,99726.17861301354
2401,433706.5730814487
805,232735.7081765721
2259,267489.95238836884
1748,192717.65790853748
1361,115382.47577769353
1677,111013.26849044605
1406,132112.52885406447
2322,214153.14549400265
688,159230.01891858058
143,146867.84501506726
804,217353.027943525
1214,158371.79340661297
2828,131600.31501139505
1999,159487.8299869146
2467,185968.92351012895
2665,167524.8525279476
1538,435224.55534555693
398,121909.67647365702
2822,116718.78144947848
2157,148531.86651065495
1856,188776.2890118928
1269,109806.19174929704
2570,122031.92529425776
2320,244673.43197592962
1517,127456.15480864685
2304,115932.21635414401
1312,101831.80227426457
2012,136739.04497870093
506,223811.79166984177
2865,229303.8723806166
2367,95657.99375220222
554,88689.11020179372
238,123661.39689691023
1954,122255.45613620634
2488,131890.1625612161
2291,64332.88039991343
1969,97073.2600026999
2725,166835.4232657118
1482,150141.9405774591
2763,182350.54644814978
503,255786.74332286158
1584,243488.45463626456
1531,126660.24156070735
2210,171063.50444603714
459,339812.3469468511
556,124023.21950366351
1347,134980.80841067087
1290,84116.96487274647
1388,83653.9539280936
1571,249942.27942950497
2754,190768.25779980287
765,125231.52098963002
2494,133379.85791190783
2870,228098.92805559415
7,230258.15715217826
1114,241267.21044393769
2418,267017.21496824827
291,123996.74225663036
18,316777.9499499924
39,398976.830381144
1001,252620.4608783525
2442,222930.0195015893
616,122647.51229906527
2680,79741.25990127173
1414,130753.80690771705
289,152716.7693045162
40,239046.40892902628
860,124773.74310230854
409,126906.10572970868
673,147684.93447319
2427,164960.94707142783
2036,168361.71484174023
2564,157062.0059868484
642,138891.39089019346
1008,192058.04339658644
1908,128882.2808772728
2519,184701.9431140412
1369,100012.39777867644
2855,185210.0754826906
712,102575.57805129957
1943,116844.82721104838
1958,125577.01168366085
107,161569.37724940208
2295,216515.70517570138
704,102404.17442641196
676,132556.26824732003
259,173644.67447663477
93,303348.4710114627
106,261667.78346659231
2315,183813.46539281096
1050,112098.30836536968
1095,203765.22553698623
2709,148899.96296282753
758,138212.60521190768
1496,138636.32650106258
2370,116747.46006505773
2458,269954.82686337625
2733,138159.2961571194
161,282657.35157349077
726,126548.44193394012
845,202067.2114495836
947,254642.37182764162
2232,102403.8356718766
2563,133276.94032938848
2299,103013.7933424172
211,86615.68750045399
605,147389.14292327617
1478,187790.88606169983
2247,277371.19239013124
2274,183857.91375918486
2869,216609.5065585076
967,227269.90996576997
