Id,SalePrice
2658,130680.07222524092
2718,152040.8278125094
2414,199697.88237735414
1989,108121.51899235998
625,188235.31567725926
333,91043.21292264054
1327,101974.40316699898
858,169544.41720411475
95,190533.09216683777
1568,161899.39309304062
2482,164376.05212365132
1364,119617.51937649152
2584,146888.15367104788
818,256176.37618085142
2673,155546.30087928657
2089,121579.01785013257
1297,131137.25831532464
790,128727.92993227311
2616,188379.64137760823
720,198969.2622108865
222,148319.95025558482
557,127449.02170448856
1148,200715.07794506135
2766,140612.78422555068
534,180872.62150567886
1452,116489.61660832822
630,131870.7543465077
2648,133486.45951421603
125,153818.94403530846
1904,68319.74015851098
1670,108433.03450756962
756,94876.29663501022
717,227294.4187018139
1032,167294.27881210286
852,203092.3624521092
1731,152741.04046068597
2639,103844.84718521983
2071,103219.80834740603
1267,122974.62545355258
1851,188482.43486369133
567,149078.55661814884
2439,206334.3100722563
1898,156438.84343979173
647,154732.8078848525
2256,217036.5657674733
979,104580.61398022721
1444,222251.25704837262
2485,122225.03573442249
157,128783.15065019374
88,135507.04886135206
2003,104639.1620901101
186,229943.91949284496
1425,247733.574194942
2695,121391.77478880499
738,102014.37119518936
395,152153.02652798913
1353,176850.63915096904
1878,149709.28109123756
390,161696.023097096
1456,238585.43578602537
1103,287720.08878792904
1387,120193.07573259748
2070,142350.71004861928
1199,173922.7085313731
2479,170696.49887383933
501,290656.2573787687
2362,88131.29244612559
1718,196956.42088920082
2188,88056.47176015556
1483,133283.88486496377
2557,96020.54220167229
437,354492.1021625036
2224,168191.2614898188
1628,181227.04536720194
397,155341.14434778516
587,203863.96236529117
2182,579845.6399443387
971,123082.45781580973
2611,139848.94428497975
1887,103087.10475014192
2399,350119.8467528068
2148,202488.46482827188
304,109120.5033750576
1997,127242.5278626684
2817,139046.31209871417
1431,175489.82190773913
427,357802.32817338046
263,122868.49808740879
598,183357.48336523652
2895,240329.94212727697
687,137854.88005489204
1822,138375.25314655923
2191,120686.42822671935
179,114045.64323642178
1009,222365.70209728798
2010,114699.03515459078
1991,150611.3899993378
1411,163317.40714652295
1721,244276.41161566868
1144,191181.32332481287
593,224030.30133108678
575,324347.87681863667
1249,181020.08702937857
1604,119483.38029868079
1064,399708.6787879723
1923,153842.73762811936
1988,109949.94413567857
2325,165725.32195700073
114,218057.72455135238
2700,160143.89783362712
217,110963.97607402655
343,178489.26695729187
386,240235.2883053609
2005,118348.33024527099
2908,123455.79601950158
1814,207559.20135843454
2446,438833.06082394987
208,141596.50155945844
1679,115607.34567793651
822,347065.1583577896
6,176998.60675478412
1781,357622.7409367741
2397,278642.0835465531
2340,304919.2596995365
1618,156734.95645200426
2843,128833.21046938132
1061,412324.96533785
2786,115228.60501449896
1935,138312.08952153265
1341,114325.70214787032
521,282121.94939005555
2136,136780.0963300071
996,188683.46644607303
227,140894.8510030924
135,164098.82407967714
1167,167781.2920926478
294,214258.64116419578
1776,190560.97898100264
540,172570.3537594156
1717,196956.42088920082
2303,129306.33289825018
116,197603.7805943798
127,135162.45162440737
1371,116511.47798520754
1014,132817.48645659487
1507,112336.31311874939
702,120689.67425332004
750,145135.95598120778
261,143659.64564363944
1559,59086.47338248006
577,205401.72637118903
2812,192250.0474956858
2080,155024.8897875423
1368,117215.61777029054
2376,114645.58936014293
659,116895.39328867043
1235,136249.40744163038
332,79179.28668947752
1917,142793.40980264384
2094,255168.01642396994
1460,270562.49623248813
1471,199821.48209333583
1509,111481.23042691595
1922,134118.27425603973
433,410607.8538013731
460,287289.23944285273
1116,240109.28569975912
1137,161104.8412328237
53,170419.16357263166
2354,251400.2050241902
1475,188283.4647225453
1761,551733.6489165666
842,142276.40916363764
2739,167235.874808005
2509,148879.57337040443
