Id,SalePrice
2658,129690.935856352
2718,149468.23888722472
2414,190172.10392141438
1989,113519.41212733819
625,176455.6732631347
333,90324.63807878498
1327,105704.13555373544
858,170412.85343002624
95,191127.00298079118
1568,175067.40112201902
2482,161499.42415226062
1364,120244.60910836581
2584,151385.03729606027
818,276924.0882387269
2673,148873.56397856743
2089,111065.48100593552
1297,119085.38478072068
790,117883.77136961733
2616,208934.26475823755
720,174203.25361615268
222,154867.9853971025
557,120358.61572371377
1148,193579.8418867183
2766,168904.6141946149
534,168858.8159781792
1452,124746.52090571536
630,130914.5566353081
2648,129060.41241917513
125,150423.17230034326
1904,62450.63425172546
1670,106276.25967951186
756,92430.35480447272
717,211737.56900123088
1032,150814.13242576277
852,202544.93337928754
1731,154117.23574020353
2639,110322.77184460525
2071,102347.63191886627
1267,134148.0952842161
1851,180558.85043489502
567,151588.6108135115
2439,200355.01315241438
1898,151137.94530728497
647,173521.8263268345
2256,237134.69552193722
979,104062.26062723921
1444,216913.03151515126
2485,133722.20802633956
157,132475.4587162829
88,122468.85087079789
2003,107469.72727845762
186,203573.6204340957
1425,238901.61905019576
2695,116121.25479473884
738,110163.62674045484
395,148828.27313582864
1353,170760.44561528726
1878,151097.89545460502
390,154909.0873487495
1456,247316.8783195214
1103,285697.89473155694
1387,119644.64501157615
2070,133023.39414118064
1199,161393.83238198012
2479,167229.3805275585
501,307718.9463036474
2362,92673.71048106941
1718,203902.05967101053
2188,82499.93100933741
1483,149796.8036758731
2557,98751.19445085237
437,411748.0452740365
2224,188609.4462925697
1628,179161.0452580177
397,145038.4637839397
587,190502.29017371256
2182,449375.832737807
971,133570.29371470842
2611,144836.86345278544
1887,104382.24754000959
2399,373159.9839357961
2148,200870.45556090292
304,97477.01903517195
1997,124884.64209505415
2817,124640.40169033708
1431,181084.71968205096
427,335543.05218459986
263,131181.09704007284
598,160820.03674657678
2895,261276.45584871838
687,128771.56659985307
1822,139778.93085205028
2191,120780.42603159593
179,105942.59255747094
1009,240698.07237214906
2010,126975.73292123205
1991,135915.5841791957
1411,161213.76882378221
1721,233358.46482023562
1144,184625.33837393264
593,207007.7197590128
575,318779.1465528089
1249,180552.45778852975
1604,138765.27837346395
1064,435597.51127812424
1923,143863.25276206364
1988,104096.79839867896
2325,168409.4726231417
114,196984.3698714932
2700,148940.27851223122
217,110633.34490697869
343,177544.3668793734
386,235922.48492829737
2005,118246.20762474365
2908,125997.4743462635
1814,202501.47644603736
2446,404941.211153796
208,126648.70750749932
1679,112696.72993599056
822,341095.23545617994
6,192597.23438269782
1781,357089.5841436948
2397,301936.46118016035
2340,301333.48156281287
1618,163601.29810668225
2843,141364.34118813067
1061,391589.69684132264
2786,124746.52090571536
1935,139902.00687156123
1341,115773.64462341263
521,276236.47534523264
2136,142692.2083568216
996,192973.23625839272
227,140311.33468975144
135,161818.32878143725
1167,176293.96671603003
294,222287.8994755719
1776,187885.94947118807
540,166054.66176746474
1717,203902.05967101053
2303,135081.44526517732
116,178795.86990561034
127,144027.26703947873
1371,114190.22687571376
1014,137770.6386615125
1507,104309.84129686262
702,110256.83446758665
750,141098.87666804434
261,146895.45720456154
1559,72854.39830602366
577,202209.4005294383
2812,188170.1766065851
2080,146463.69326499343
1368,113262.92009303326
2376,125584.04260279414
659,115332.45726754157
1235,140738.17124151866
332,78763.77456135125
1917,141944.74647698956
2094,246966.76539281494
1460,245235.2083481139
1471,199729.8415918615
1509,107628.37259959572
1922,146710.28950995477
433,394141.67523544945
460,289342.24940552225
1116,240651.56159684242
1137,147480.38448606603
53,167314.20138840246
2354,265143.4755294761
1475,188587.7153422144
1761,465197.7711397074
842,135219.9876040936
2739,171412.17741822463
2509,148668.0987342631
1007,211262.64750926592
2610,184891.25786132092
1952,101260.26472463155
2719,143443.6588194181
2921,90516.15666211526
1966,143461.32989374833
292,116431.19673549927
1204,179545.1089447182
1829,265677.5091079309
2419,177956.33705241405
391,155797.68288661013
798,106320.28078034174
481,203877.25485307118
193,187259.34338622887
555,124365.99312724725
899,54191.51949387203
2357,172329.0987714715
328,117495.62749052639
1356,113525.67710228151
1154,102026.77409388973
1730,176725.3948386412
2249,159415.39254952388
1119,286406.8359770731
2856,140193.02437391077
1394,146476.62237205758
2587,134870.5752953262
61,328765.7812332057
2661,169081.62729963215
2711,132966.03962678675
1147,173825.65897028267
757,114355.967804791
2623,101098.58329089443
2378,142224.38711384416
1413,127341.02917009736
1722,220665.56005672022
1112,229766.43536255983
1623,200307.68965426026
1201,184728.16147105763
1513,125634.52193457149
957,254377.52158224455
1171,286187.6001254475
1145,192139.04025400436
2726,214012.97656310498
703,132645.53478596153
760,94729.9503215594
1964,141668.32582224713
2512,189967.78335465826
159,115720.53454766428
1281,170187.08185551106
468,173293.49501370857
290,132162.5899222503
665,114997.79992558448
1463,243315.90681793075
1792,237258.24476816194
923,147276.36811028366
500,263723.76625159354
1408,129840.136280081
331,84270.09923588693
170,122615.31231033658
2192,91256.21130303932
2571,235853.77758365145
2314,165980.9521773601
2647,108470.53451817013
422,405573.20252679545
2457,335503.52555455995
1838,203884.98946324963
2805,226417.68777971217
1645,148864.57394591134
1711,317091.1532959579
2825,201919.31406587476
322,349324.9867560834
2103,242875.75436002828
342,116686.82976180145
600,132980.4180803023
488,184744.091640692
1725,319186.43193020497
2246,276880.25135884155
2847,141275.48546836388
806,224511.5147557461
530,233344.96214160122
963,198975.57100401833
2678,101187.33789413626
171,100516.62481143813
2401,442170.27868573915
805,234727.81694627198
2259,261725.65841351467
1748,194575.42812826627
1361,116012.8539012447
1677,110569.43262440346
1406,128538.31735268094
2322,210473.18720886295
688,159269.5506119227
143,145086.27380849296
804,218303.79444529593
1214,157755.87671105214
2828,132143.76802798698
1999,158669.04470249248
2467,187065.5637182935
2665,164689.37950450546
1538,412026.4001548252
398,120684.48253634991
2822,117558.31997425437
2157,148083.06194494735
1856,186845.1026866929
1269,109772.79864743995
2570,123342.74707164848
2320,247453.94383894888
1517,128458.06281853169
2304,114955.26053695224
1312,102711.67215343319
2012,137497.36102991088
506,224383.9979250532
2865,231438.83070803594
2367,95924.24454357536
554,89220.30155419925
238,124565.89734070435
1954,120605.11964948119
2488,131069.88107445656
2291,65496.06779209823
1969,97998.13807746212
2725,168432.10356654777
1482,149796.8036758731
2763,183967.05735087974
503,256289.09270303292
1584,242042.77844860608
1531,127257.49927373238
2210,170343.53512343214
459,350829.3901285244
556,125246.24873926195
1347,135893.77937061878
1290,82947.47219317933
1388,83458.03937330973
1571,248289.24421811328
2754,191127.18565773906
765,126043.53557491893
2494,131916.23943174377
2870,230030.05784658116
7,229431.7852374137
1114,241231.08978886885
2418,269928.8219786882
291,125933.64499207269
18,303348.23868439137
39,416293.3596006216
1001,255430.84442100071
2442,224416.7245826722
616,119727.07759901002
2680,79736.37457289067
1414,131396.99708131733
289,152912.69871034828
40,237832.01596976363
860,125048.381787685
409,127837.3806576239
673,149488.49812977758
2427,164162.0388616169
2036,165635.55380801595
2564,157948.50515445744
642,139064.6702304528
1008,188023.51322126423
1908,129992.22559244525
2519,186688.3219181896
1369,100678.07561823443
2855,185229.09154116645
712,106908.15938149762
1943,121871.36224615568
1958,126409.97121356793
107,159029.3088266371
2295,214319.14822982953
704,103555.57301128023
676,138162.93100131262
259,170181.37430056362
93,304710.7577567346
106,259874.98686809515
2315,182154.7344921261
1050,110617.79186167127
1095,205851.90941433818
2709,149921.09841419518
758,137670.07271420973
1496,139072.54446639845
2370,116602.408108559
2458,269617.84147137066
2733,137862.87481378496
161,278977.43730148184
726,126669.77744235363
845,203392.36456130206
947,257164.38584593756
2232,103299.67762413059
2563,132032.0859372679
2299,104785.00461477268
211,87147.95640694012
605,147619.3650209935
1478,186912.85505238207
2247,276880.25135884155
2274,184695.58658409782
2869,212689.88261020303
967,223191.4567171661
2656,111917.99893002305
667,189085.00824554692
1042,103219.09290657155
2023,149954.58034987067
2447,415138.859901767
2055,123702.90463708107
2275,276350.48821946123
2204,198907.1265003001
1563,280620.72304100904
483,220764.64698955484
796,134415.71345870086
1526,170983.42938449729
2042,114041.0008185603
442,371551.66666334064
1693,320744.15099522175
1468,229886.3621852174
1430,226106.88704904605
2605,143257.04860597354
1529,217220.68192813848
335,156419.96418517563
1287,114509.26133339336
31,95752.13816210112
1785,321372.6983667224
82,171696.0028690561
2620,139401.8671025953
252,186096.46474265552
721,70248.15189736507
2165,182921.36334642294
2316,185042.54721051885
775,129158.03485513205
1558,77793.11312409183
17,202935.55486820953
1022,221070.75981516694
925,157012.0837327244
438,262879.34114715044
1270,146315.3702195678
1272,127492.73798980493
215,140714.6842097206
266,242573.8127182254
2402,295435.90622070635
1250,127415.94714441251
1984,118103.70673967984
1279,147476.1673079867
377,253397.12103748872
1252,84035.35610379673
2156,258925.86964399111
499,327526.6101291634
1374,124911.68461155357
2898,233703.3379536455
401,113226.03463064025
2721,168420.44104517356
2078,260224.3611930478
2589,138366.8241844039
1946,250978.85717282706
1334,127624.6872685938
2781,231840.8296087525
431,390866.6641332096
576,191265.37951764296
1474,207138.4187463661
2254,130614.87593280744
2155,293714.5361507901
885,108804.0470980876
643,151277.0592026548
1944,134562.99347267908
480,197629.88118269367
2845,119580.05249007593
2387,332761.11450893857
2407,207931.41647071842
2527,155302.4531651597
2514,151621.3099438532
629,90680.87450015025
80,231632.84607253762
1876,135824.73885678264
1546,105162.05914001589
2518,179144.59600883516
2347,152312.7070176666
783,210746.41378938206
1322,99965.90480698163
194,108821.3382243006
1770,307180.1307716863
2143,151478.66410197192
1229,189011.29167564734
511,266347.7061884936
46,223289.0877054471
1348,129935.58149699369
2465,184931.25031579114
387,231594.34339836024
873,209083.21319091163
1918,116928.05494212366
2764,239142.0663969229
2184,109432.5843129552
934,139692.99519694084
1920,132013.6629530489
2631,140068.1694456113
1768,582621.6651518267
2040,121920.28647493455
1749,204574.65247979577
834,247432.90707043267
1457,228850.28875548745
79,123711.33621453898
2302,126658.75386426064
1817,155715.149383261
2755,217538.4973257798
359,179083.7572228088
2059,108973.99536652339
2092,243480.15865978575
2516,227697.11569126806
150,122055.62973401691
1656,152595.71516320476
83,116055.42659560677
2411,181385.5148901749
795,68253.38265408567
